UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,191332272,5/13/19,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228
LARCENY-FROM VEHICLE,191332262,5/13/19,3247 ROSWELL RD NE,208,Buckhead Forest,B,33.84376,-84.37894
LARCENY-FROM VEHICLE,191331771,5/13/19,854 OAK ST SW,401,West End,T,33.74057,-84.41685
LARCENY-FROM VEHICLE,191331988,5/13/19,553 AMSTERDAM AVE NE,601,Virginia Highland,F,33.78787,-84.36887
LARCENY-FROM VEHICLE,191331924,5/13/19,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482
LARCENY-FROM VEHICLE,191331857,5/13/19,2248 DEFOOR HILLS RD NW,204,Underwood Hills,D,33.81597,-84.43448
LARCENY-FROM VEHICLE,191332002,5/13/19,349 14TH ST NW,501,Home Park,E,33.78637,-84.39837
LARCENY-FROM VEHICLE,191332006,5/13/19,1776 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80875,-84.36471
LARCENY-FROM VEHICLE,191332097,5/13/19,1017 HANK AARON DR SW,304,Peoplestown,V,33.72711,-84.38812
LARCENY-FROM VEHICLE,191332260,5/13/19,410 CHAMBERLAIN ST SE,604,Sweet Auburn,M,33.7539,-84.37391
LARCENY-FROM VEHICLE,191330048,5/13/19,352 CHEROKEE AVE SE,605,Grant Park,W,33.74499,-84.37308
LARCENY-FROM VEHICLE,191330274,5/13/19,610 NORTHSIDE DR NW,506,English Avenue,L,33.77111,-84.40717
LARCENY-FROM VEHICLE,191330124,5/13/19,290 SCIPLE TER NW,102,Vine City,L,33.76259,-84.41534
LARCENY-FROM VEHICLE,191330805,5/13/19,1001 ADAIR AVE NE,601,Virginia Highland,F,33.78005,-84.35473
LARCENY-FROM VEHICLE,191330291,5/13/19,1504 MARY GEORGE AVE NW,110,Carver Hills,G,33.80197,-84.45862
LARCENY-FROM VEHICLE,191330730,5/13/19,1526 VAN EPPS ST SE,612,East Atlanta,W,33.73741,-84.33793
LARCENY-FROM VEHICLE,191330854,5/13/19,301 MEMORIAL DR SE,605,Grant Park,W,33.74675,-84.37766
LARCENY-FROM VEHICLE,191330551,5/13/19,1150 NORTH AVE NE,602,Poncey-Highland,N,33.77116,-84.34963
LARCENY-FROM VEHICLE,191330330,5/13/19,2812 BROWNTOWN RD NW,113,Lincoln Homes,G,33.80164,-84.48049
LARCENY-FROM VEHICLE,191330336,5/13/19,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416
LARCENY-FROM VEHICLE,191330828,5/13/19,1292 LOGAN CIR NW,204,Underwood Hills,D,33.80521,-84.42994
LARCENY-FROM VEHICLE,191330893,5/13/19,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416
LARCENY-FROM VEHICLE,191330436,5/13/19,1270 SELLS AVE SW,401,West End,T,33.74516,-84.42941
LARCENY-FROM VEHICLE,191331096,5/13/19,1929 GRANGE DR SE,308,Thomasville Heights,Z,33.70131,-84.36022
LARCENY-NON VEHICLE,191331241,5/13/19,341 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77222,-84.37559
LARCENY-NON VEHICLE,191331435,5/13/19,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415
LARCENY-NON VEHICLE,191330515,5/13/19,120 PARK AVE SE,305,South Atlanta,Y,33.7118,-84.38684
LARCENY-NON VEHICLE,191330826,5/13/19,945 DESOTO ST NW,105,Washington Park,K,33.75754,-84.41898
LARCENY-NON VEHICLE,191331737,5/13/19,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067
LARCENY-NON VEHICLE,191331934,5/13/19,187 FAIRBURN RD SW,407,Fairburn Mays,H,33.7506,-84.50773
LARCENY-NON VEHICLE,191332109,5/13/19,464 WINDSOR ST SW,303,Mechanicsville,V,33.74215,-84.3981
LARCENY-NON VEHICLE,191332283,5/13/19,2611 SPRINGDALE RD SW,309,Perkerson,X,33.68394,-84.41521
LARCENY-NON VEHICLE,191331087,5/13/19,930 SPRING ST NW,503,Midtown,E,33.77989,-84.38898
AUTO THEFT,191331738,5/13/19,1053 CASCADE CIR SW @JOHN A WHITE GOLF CO,403,Cascade Avenue/Road,S,33.72606,-84.44956
AUTO THEFT,191332280,5/13/19,2340 HIGHVIEW RD SW,406,Beecher Hills,I,33.72958,-84.46436
AUTO THEFT,191332230,5/13/19,1218 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76324,-84.42748
AUTO THEFT,191332226,5/13/19,2809 PEACHTREE RD NE,206,Garden Hills,B,33.83277,-84.384
AUTO THEFT,191331299,5/13/19,3464 ROXBORO RD NE,210,Buckhead Heights,B,33.84931,-84.35519
AUTO THEFT,191331576,5/13/19,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84892,-84.36597
AUTO THEFT,191330488,5/13/19,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021
AUTO THEFT,191330428,5/13/19,1135 COLEMAN ST SW,302,Pittsburgh,V,33.724,-84.40417
AUTO THEFT,191330426,5/13/19,1161 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77348,-84.34935
AUTO THEFT,191330220,5/13/19,1002 IRA ST SW,302,Pittsburgh,V,33.72757,-84.39986
AUTO THEFT,191330697,5/13/19,1375 NORTHSIDE DR NW,207,Loring Heights,E,33.79215,-84.40774
AUTO THEFT,191331990,5/13/19,565 WELLS ST SW,303,Mechanicsville,V,33.74005,-84.40649
AUTO THEFT,191330602,5/13/19,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021
AUTO THEFT,191330953,5/13/19,694 E MORNINGSIDE DR NE,613,Morningside/Lenox Park,F,33.7998,-84.3644
LARCENY-NON VEHICLE,191330639,5/13/19,1416 MERIDIAN ST SE,609,Edgewood,O,33.75088,-84.34098
LARCENY-NON VEHICLE,191330596,5/13/19,1670 MCCALLIE BLVD NW,110,Carver Hills,G,33.79972,-84.45599
LARCENY-NON VEHICLE,191330779,5/13/19,1879 MARKONE ST NW,107,Grove Park,J,33.77001,-84.44846
LARCENY-NON VEHICLE,191330845,5/13/19,400 MERRITTS AVE NE @BEDFORD PINE PARK,603,Old Fourth Ward,M,33.76901,-84.37444
LARCENY-NON VEHICLE,191331464,5/13/19,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324
LARCENY-NON VEHICLE,191331663,5/13/19,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84642,-84.36815
LARCENY-NON VEHICLE,191320446,5/12/19,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341
LARCENY-NON VEHICLE,191321154,5/12/19,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974
AUTO THEFT,191320306,5/12/19,17 BAKER ST,508,Downtown,M,33.76235,-84.38819
AUTO THEFT,191321071,5/12/19,286 HENDRIX AVE,303,Mechanicsville,V,33.73217,-84.39743
AUTO THEFT,191321056,5/12/19,321 PHARR RD NE,206,Garden Hills,B,33.83668,-84.37706
AUTO THEFT,191320876,5/12/19,294 AUGUSTA AVE SE,605,Grant Park,W,33.73402,-84.37812
AUTO THEFT,191320800,5/12/19,2997 CAMPBELLTON RD SW,409,Southwest,R,33.69655,-84.48597
AUTO THEFT,191320664,5/12/19,925 BOWEN ST NW,207,Berkeley Park,D,33.79722,-84.41797
AUTO THEFT,191321780,5/12/19,3395 JONESBORO RD SE,313,Blair Villa/Poole Creek,Z,33.66186,-84.37392
LARCENY-NON VEHICLE,191321181,5/12/19,850 OAK ST SW @WEST END MALL,401,West End,T,33.74057,-84.4168
LARCENY-FROM VEHICLE,191320009,5/12/19,1709 WILLMA DR NW,110,West Highlands,G,33.79179,-84.44728
LARCENY-FROM VEHICLE,191321070,5/12/19,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80646,-84.36665
LARCENY-FROM VEHICLE,191321059,5/12/19,105 OZONE ST SW,101,Atlanta University Center,T,33.75179,-84.41675
LARCENY-FROM VEHICLE,191321073,5/12/19,990 JUNIPER ST NE,503,Midtown,E,33.78175,-84.3825
LARCENY-FROM VEHICLE,191321711,5/12/19,3212 TALLON LN SW,409,Southwest,R,33.7015,-84.49576
LARCENY-FROM VEHICLE,191321700,5/12/19,3071 DAWSON LN SW,414,Princeton Lakes,P,33.67134,-84.50928
LARCENY-FROM VEHICLE,191321716,5/12/19,305 TED TURNER DR NW,508,Downtown,M,33.76284,-84.3889
LARCENY-FROM VEHICLE,191321122,5/12/19,1082 HUFF RD NW,103,Blandtown,D,33.78904,-84.42284
LARCENY-FROM VEHICLE,191321080,5/12/19,2537 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-FROM VEHICLE,191320744,5/12/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,191321331,5/12/19,660 9TH ST NW,501,Home Park,E,33.78051,-84.40903
LARCENY-FROM VEHICLE,191321642,5/12/19,740 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76681,-84.36338
LARCENY-FROM VEHICLE,191321366,5/12/19,2275 MARIETTA BLVD NW,201,,C,33.81979,-84.45051
LARCENY-NON VEHICLE,191321171,5/12/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191320938,5/12/19,3892 CAMPBELLTON RD SW,413,,P,33.69152,-84.51592
LARCENY-NON VEHICLE,191321708,5/12/19,265 PEACHTREE ST NE,509,Downtown,M,33.7617,-84.38744
BURGLARY,191321611,5/12/19,828 HIGHLAND LN NE,601,Virginia Highland,F,33.77441,-84.36042
BURGLARY,191321547,5/12/19,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82269,-84.37114
LARCENY-NON VEHICLE,191320615,5/12/19,2275 MARIETTA BLVD NW,201,,C,33.81979,-84.45051
LARCENY-NON VEHICLE,191321863,5/12/19,680 PONCE DE LEON AVE NE,614,Midtown,E,33.77406,-84.36528
LARCENY-NON VEHICLE,191320728,5/12/19,486 PONCE DE LEON AVE NE,614,Midtown,E,33.77379,-84.37122
LARCENY-NON VEHICLE,191321144,5/12/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,191320994,5/12/19,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489
LARCENY-NON VEHICLE,191320655,5/12/19,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489
LARCENY-FROM VEHICLE,191320157,5/12/19,1390 NORTHSIDE DR NW,207,Berkeley Park,D,33.79259,-84.40878
LARCENY-FROM VEHICLE,191320584,5/12/19,1040 HUFF RD NW,103,Blandtown,D,33.78868,-84.42207
LARCENY-FROM VEHICLE,191320348,5/12/19,260 HUNNICUTT ST NW,504,Downtown,M,33.76655,-84.39549
LARCENY-FROM VEHICLE,191320999,5/12/19,880 GLENWOOD AVE SE,606,Grant Park,W,33.74058,-84.35903
LARCENY-FROM VEHICLE,191320984,5/12/19,3084 EASTBROOK TERRACE SW,414,Princeton Lakes,P,33.67184,-84.51044
LARCENY-FROM VEHICLE,191320854,5/12/19,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
LARCENY-FROM VEHICLE,191320845,5/12/19,1008 BRADY AVE NW,501,Home Park,E,33.78251,-84.41436
LARCENY-FROM VEHICLE,191320825,5/12/19,106 BAKER ST NE,509,Downtown,M,33.76246,-84.38386
LARCENY-FROM VEHICLE,191320727,5/12/19,2289 DEERWOOD DRIVE SW,414,Ben Hill,P,33.67061,-84.51515
LARCENY-FROM VEHICLE,191320669,5/12/19,1705 MARY GEORGE AVE NW,110,Carver Hills,G,33.80208,-84.4651
LARCENY-FROM VEHICLE,191320813,5/12/19,542 PEEPLES ST SW,401,West End,T,33.74015,-84.42026
BURGLARY,191321456,5/12/19,2117 BEECHER CIR SW,406,Beecher Hills,I,33.7341,-84.45744
BURGLARY,191320592,5/12/19,1172 FIELD RD NW,113,Brookview Heights,G,33.78768,-84.48428
BURGLARY,191320430,5/12/19,605 RHODES ST NW,102,Vine City,L,33.7571,-84.40731
BURGLARY,191321048,5/12/19,1167 MAYLAND CIR SW,302,Pittsburgh,V,33.72303,-84.40611
AGG ASSAULT,191321428,5/12/19,80 JESSE HILL JR DR SE @GRADY HOSP,510,Downtown,M,33.75168,-84.38198
AGG ASSAULT,191328027,5/12/19,6000 N NORTH TERMINAL PKWY N,705,,,33.64217,-84.447
AGG ASSAULT,191320247,5/12/19,1307 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74698,-84.31747
AGG ASSAULT,191320267,5/12/19,3227 ROSWELL RD NE,208,Buckhead Forest,B,33.84314,-84.37867
AGG ASSAULT,191321754,5/12/19,231 PEACHTREE ST NE,509,Downtown,M,33.76045,-84.38746
AGG ASSAULT,191321831,5/12/19,3680 CROSBY DR NW,114,Fairburn Heights,H,33.76672,-84.50148
AGG ASSAULT,191321866,5/12/19,501 CONNELL AVE SW,309,Perkerson,X,33.68348,-84.40624
ROBBERY,191320210,5/12/19,458 HAAS AVE SE,612,East Atlanta,W,33.7415,-84.34411
ROBBERY,191320549,5/12/19,797 HARWELL RD NW,112,Collier Heights,I,33.7798,-84.49507
ROBBERY,191320468,5/12/19,1284 JOSEPH E BOONE BLVD NW,106,Hunter Hills,K,33.76329,-84.42965
ROBBERY,191320037,5/12/19,234 MEMORIAL DR SW,512,Downtown,M,33.7465,-84.39536
ROBBERY,191320488,5/12/19,3083 MARTIN L KING JR DR NW,111,,I,33.75107,-84.48903
ROBBERY,191321300,5/12/19,396 BROWNLEE RD SW,406,,I,33.74635,-84.49705
ROBBERY,191328061,5/12/19,6000 S TERMINAL BY-WAY SW,702,,,33.6395,-84.44319
ROBBERY,191310364,5/11/19,306 BURBANK DR NW,105,Hunter Hills,K,33.76312,-84.42943
ROBBERY,191311182,5/11/19, 194 PRATT ST SE,510,Downtown,M,33.75011,-84.38267
ROBBERY,191310159,5/11/19,604 MORNING GLORY PL NE,212,Morningside/Lenox Park,F,33.80968,-84.36487
ROBBERY,191311795,5/11/19,1385 HANOVER WEST DR NW,204,Hanover West,C,33.82344,-84.43277
HOMICIDE,191312224,5/11/19,494 GLENDALOUGH PL SW,404,Westview,T,33.74164,-84.44253
AGG ASSAULT,191310320,5/11/19,1040 SIDNEY MARCUS BLVD NE,211,Midtown,E,33.77807,-84.38878
AGG ASSAULT,191310185,5/11/19,3560 HOGAN RD SW,414,Brentwood,P,33.67462,-84.50531
AGG ASSAULT,191311421,5/11/19,2575 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82562,-84.36599
AGG ASSAULT,191310081,5/11/19,374 CLEVELAND AVE SW,311,Hammond Park,X,33.68076,-84.40126
AGG ASSAULT,191311937,5/11/19,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076
AGG ASSAULT,191310337,5/11/19,271 ANDREW J HAIRSTON PL NW,102,Vine City,L,33.76209,-84.4137
BURGLARY,191311812,5/11/19,1775 GIVENS AVE NW,110,Scotts Crossing,G,33.8041,-84.46646
AGG ASSAULT,191310029,5/11/19,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414
AGG ASSAULT,191310818,5/11/19,973 DESOTO ST NW,105,Washington Park,K,33.75755,-84.41956
BURGLARY,191311286,5/11/19,1430 ATHENS AVE SW,301,Capitol View,X,33.71583,-84.40867
BURGLARY,191310923,5/11/19,622 BLANCHE ST NW,107,Grove Park,J,33.77189,-84.44475
BURGLARY,191310619,5/11/19,284 BLANTON RD NW,202,Chastain Park,A,33.87185,-84.39684
BURGLARY,191310559,5/11/19,987 LENA ST NW,105,Washington Park,K,33.75682,-84.41995
BURGLARY,191310751,5/11/19,1339 LORENZO DRIVE SW,403,Venetian Hills,S,33.71858,-84.43288
BURGLARY,191310482,5/11/19,2386 BOLTON RD NW,103,Bolton,D,33.8209,-84.45951
LARCENY-FROM VEHICLE,191310877,5/11/19,1122 OLD CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.79995,-84.42484
LARCENY-FROM VEHICLE,191311093,5/11/19,790 BERNE ST SE,605,Grant Park,W,33.7371,-84.36139
LARCENY-FROM VEHICLE,191310763,5/11/19,864 CAPITOL VIEW AVE NW,109,Center Hill,J,33.77845,-84.46728
LARCENY-FROM VEHICLE,191312179,5/11/19,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244
LARCENY-FROM VEHICLE,191311370,5/11/19,945 MARTIN ST SE,304,Peoplestown,V,33.72869,-84.3835
LARCENY-FROM VEHICLE,191312282,5/11/19,1170 COLLIER RD NW,204,Underwood Hills,D,33.8109,-84.4259
LARCENY-FROM VEHICLE,191312266,5/11/19,929 CHARLES ALLEN DR NE @APS GRADY HS,614,Midtown,E,33.78119,-84.37151
LARCENY-FROM VEHICLE,191310181,5/11/19,1150 CRESCENT AVE NE,503,Midtown,E,33.78601,-84.38437
LARCENY-FROM VEHICLE,191310506,5/11/19,851 BEECHWOOD AVE SW,301,Capitol View,X,33.72047,-84.41587
LARCENY-FROM VEHICLE,191310632,5/11/19,854 OAK ST SW,401,West End,T,33.74057,-84.41685
LARCENY-FROM VEHICLE,191310392,5/11/19,880 GLENWOOD AVE SE,606,Grant Park,W,33.73991,-84.35917
LARCENY-FROM VEHICLE,191310227,5/11/19,900 DEKALB AVE NE,602,Inman Park,N,33.75506,-84.35781
LARCENY-FROM VEHICLE,191310464,5/11/19,89 MONTGOMERY ST SE,610,Kirkwood,O,33.75076,-84.33941
LARCENY-FROM VEHICLE,191310547,5/11/19,102 BROAD ST SW,512,Downtown,M,33.75178,-84.39318
LARCENY-FROM VEHICLE,191311881,5/11/19,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537
LARCENY-FROM VEHICLE,191310978,5/11/19,318 CHEROKEE AVE SE,605,Grant Park,W,33.74626,-84.37318
LARCENY-FROM VEHICLE,191310815,5/11/19,670 DEKALB AVE SE,602,Inman Park,N,33.75371,-84.36535
LARCENY-FROM VEHICLE,191310673,5/11/19,89 ELLIS ST,510,Downtown,M,33.75848,-84.38468
LARCENY-FROM VEHICLE,191311764,5/11/19,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316
LARCENY-FROM VEHICLE,191311555,5/11/19,850 OAK ST SW,401,West End,T,33.74057,-84.4168
LARCENY-FROM VEHICLE,191311522,5/11/19,1104 ASTOR AVE SW,306,Sylvan Hills,X,33.70136,-84.4247
LARCENY-FROM VEHICLE,191311419,5/11/19,ARTS CENTER WAY NE / 16TH ST NE,502,Midtown,E,33.79003,-84.38658
LARCENY-FROM VEHICLE,191311050,5/11/19,325 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73724,-84.39859
LARCENY-FROM VEHICLE,191311116,5/11/19,3519 NORTHSIDE PKWY NW,202,Randall Mill,A,33.85074,-84.43027
LARCENY-FROM VEHICLE,191311473,5/11/19,1600 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79826,-84.42811
LARCENY-FROM VEHICLE,191310104,5/11/19,490 MARIETTA ST NW,507,Downtown,M,33.76627,-84.39761
LARCENY-FROM VEHICLE,191310036,5/11/19,811 PEACHTREE ST NE,505,Midtown,E,33.777,-84.38386
LARCENY-FROM VEHICLE,191302315,5/11/19,339 14TH ST NW,501,Home Park,E,33.78627,-84.39817
LARCENY-NON VEHICLE,191310957,5/11/19,21 PEACHTREE ST SW,511,Downtown,M,33.75367,-84.39045
LARCENY-FROM VEHICLE,191310148,5/11/19,1045 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78266,-84.3545
LARCENY-FROM VEHICLE,191310261,5/11/19,794 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77614,-84.35269
LARCENY-NON VEHICLE,191311813,5/11/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191310774,5/11/19,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,191311618,5/11/19,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532
LARCENY-NON VEHICLE,191311654,5/11/19,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,191311253,5/11/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191311223,5/11/19,485 BISHOP ST NW,207,Loring Heights,E,33.79318,-84.40391
LARCENY-NON VEHICLE,191311508,5/11/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,191311521,5/11/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-FROM VEHICLE,191312216,5/11/19,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079
LARCENY-NON VEHICLE,191311893,5/11/19,1176 CHATTAHOOCHEE AVE NW ,103,Blandtown,D,33.80058,-84.42561
AUTO THEFT,191310835,5/11/19,1700 HOWELL MILL RD NW,204,Underwood Hills,D,33.80076,-84.41623
AUTO THEFT,191311542,5/11/19,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
AUTO THEFT,191310798,5/11/19,350 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70628,-84.37729
AUTO THEFT,191310761,5/11/19,2637 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68294,-84.39417
AUTO THEFT,191310473,5/11/19,1050 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77289,-84.42183
AUTO THEFT,191310135,5/11/19,123 MARIETTA ST NW,508,Downtown,M,33.75713,-84.39294
AUTO THEFT,191310133,5/11/19,967 GREENWOOD AVE NE,601,Virginia Highland,F,33.77661,-84.35612
AUTO THEFT,191312192,5/11/19,779 PALATINE AVE SE,607,Ormewood Park,W,33.73313,-84.35655
AUTO THEFT,191312187,5/11/19,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.80352,-84.41455
LARCENY-NON VEHICLE,191310916,5/11/19,3092 PIEDMONT RD,206,Buckhead Village,B,33.8399,-84.37007
LARCENY-NON VEHICLE,191310969,5/11/19,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442
LARCENY-NON VEHICLE,191302481,5/11/19,221 CHAPPEL RD NW,105,Hunter Hills,K,33.76114,-84.43324
LARCENY-NON VEHICLE,191301234,5/10/19,2700 PINE TREE RD NE,210,Pine Hills,B,33.82589,-84.35897
LARCENY-NON VEHICLE,191301232,5/10/19,287 ABBEY ST NW,108,Penelope Neighbors,J,33.75448,-84.45056
LARCENY-NON VEHICLE,191301112,5/10/19,376 TRABERT AVE NW,207,Loring Heights,E,33.79464,-84.40014
LARCENY-NON VEHICLE,191278050,5/10/19,8700 SPINE RD,703,,,33.64069,-84.44388
LARCENY-NON VEHICLE,191300781,5/10/19,3456 WELCOME ALL ROAD SW,414,Ben Hill,P,33.65888,-84.52107
LARCENY-NON VEHICLE,191301236,5/10/19,1805 JONESBORO RD SE,307,Lakewood Heights,Y,33.70471,-84.37885
LARCENY-NON VEHICLE,191300714,5/10/19,3715 ADAMSVILLE DR SW,407,Adamsville,H,33.76207,-84.50918
AUTO THEFT,191301077,5/10/19,I-20 WB EXPY SW / JOSEPH E LOWERY BLVD SW,101,Harris Chiles,T,33.74159,-84.41764
AUTO THEFT,191300997,5/10/19,2094 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.75997,-84.45585
AUTO THEFT,191300670,5/10/19,3539 NORTHSIDE PKWY NW @HOUSTONS,202,Randall Mill,A,33.85114,-84.43035
AUTO THEFT,191300572,5/10/19,1286 DANNER ST SE,607,Woodland Hills,W,33.71908,-84.35204
AUTO THEFT,191300477,5/10/19,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021
AUTO THEFT,191301773,5/10/19,1872 BROWNS MILL RD SE,307,Lakewood Heights,Y,33.70299,-84.37663
AUTO THEFT,191302234,5/10/19,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584
AUTO THEFT,191302491,5/10/19,1209 COLLIER RD NW,204,,C,33.81161,-84.42571
AUTO THEFT,191302285,5/10/19,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82205,-84.35239
AUTO THEFT,191301914,5/10/19,2260 MARIETTA BLVD NW,201,,C,33.81979,-84.45051
LARCENY-NON VEHICLE,191300919,5/10/19,320 PEACHTREE ST NE,508,Downtown,M,33.76333,-84.38702
LARCENY-NON VEHICLE,191301339,5/10/19,1176 CHATTAHOCEE AVE,103,Blandtown,D,33.80058,-84.42561
LARCENY-NON VEHICLE,191300903,5/10/19,264 19TH ST NW,501,Atlantic Station,E,33.79321,-84.39692
LARCENY-FROM VEHICLE,191300508,5/10/19,1941 MYRTLE DR SW,410,Campbellton Road,R,33.70313,-84.45511
LARCENY-FROM VEHICLE,191301090,5/10/19,1300 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76204,-84.43066
LARCENY-FROM VEHICLE,191292375,5/10/19,450 14TH ST NW,501,Home Park,E,33.78596,-84.40217
LARCENY-NON VEHICLE,191301385,5/10/19,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921
LARCENY-NON VEHICLE,191301539,5/10/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191301479,5/10/19,160 PONCE DE LEON AVE NE,505,Midtown,E,33.77224,-84.38491
LARCENY-NON VEHICLE,191301185,5/10/19,1280 CAROLINE ST,609,Edgewood,O,33.75957,-84.34602
LARCENY-NON VEHICLE,191301662,5/10/19,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236
LARCENY-FROM VEHICLE,191300687,5/10/19,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81828,-84.36696
LARCENY-FROM VEHICLE,191302496,5/10/19,216  WALKER ST SW,507,Castleberry Hill,M,33.7488,-84.4021
LARCENY-FROM VEHICLE,191302469,5/10/19,262 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786
LARCENY-FROM VEHICLE,191301643,5/10/19,890 CHATTAHOOCHEE,103,Berkeley Park,D,33.79902,-84.41695
LARCENY-FROM VEHICLE,191300747,5/10/19,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
LARCENY-FROM VEHICLE,191301287,5/10/19,2043 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81123,-84.35601
LARCENY-FROM VEHICLE,191301152,5/10/19,925 GARRETT ST SE,606,Ormewood Park,W,33.7404,-84.35787
LARCENY-FROM VEHICLE,191300528,5/10/19,3961 LA SALLE WAY SW,407,Baker Hills,H,33.76019,-84.51725
LARCENY-FROM VEHICLE,191300486,5/10/19,1977 GOTHAM WAY NE,212,Piedmont Heights,F,33.80856,-84.36922
LARCENY-FROM VEHICLE,191300171,5/10/19,79 W PACES FERRY RD NW @CALL BOX 17,206,South Tuxedo Park,B,33.8408,-84.38244
LARCENY-FROM VEHICLE,191300580,5/10/19,1398 HEIGHTS PARK DR SE,607,Custer/McDonough/Guice,W,33.71579,-84.35084
LARCENY-FROM VEHICLE,191302216,5/10/19,665 8TH ST NW,504,Marietta Street Artery,E,33.77965,-84.40918
