County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
"Toa Alta Municipio, PR",9/19/2020,"26,499","24,959","1,540",5.8
"Toa Baja Municipio, PR",9/19/2020,"28,554","26,871","1,683",5.9
"Trujillo Alto Municipio, PR",9/19/2020,"26,399","25,111","1,288",4.9
"Utuado Municipio, PR",9/19/2020,"6,557","5,811",746,11.4
"Vega Alta Municipio, PR",9/19/2020,"9,519","8,744",775,8.1
"Vega Baja Municipio, PR",9/19/2020,"13,020","11,758","1,262",9.7
"Vieques Municipio, PR",9/19/2020,"2,509","2,353",156,6.2
"Villalba Municipio, PR",9/19/2020,"7,241","6,166","1,075",14.8
"Yabucoa Municipio, PR",9/19/2020,"8,604","7,505","1,099",12.8
"Yauco Municipio, PR",9/19/2020,"9,633","8,273","1,360",14.1
"Autauga County, AL",10/19/2020,"26,143","25,530",613,2.3
"Baldwin County, AL",10/19/2020,"97,213","94,967","2,246",2.3
"Barbour County, AL",10/19/2020,"8,672","8,374",298,3.4
"Bibb County, AL",10/19/2020,"8,722","8,501",221,2.5
"Blount County, AL",10/19/2020,"25,460","24,890",570,2.2
"Bullock County, AL",10/19/2020,"4,850","4,674",176,3.6
"Butler County, AL",10/19/2020,"9,258","8,957",301,3.3
"Calhoun County, AL",10/19/2020,"46,508","45,127","1,381",3
"Chambers County, AL",10/19/2020,"15,874","15,477",397,2.5
"Cherokee County, AL",10/19/2020,"11,527","11,251",276,2.4
"Chilton County, AL",10/19/2020,"19,946","19,481",465,2.3
"Choctaw County, AL",10/19/2020,"4,567","4,372",195,4.3
"Clarke County, AL",10/19/2020,"7,456","7,089",367,4.9
"Clay County, AL",10/19/2020,"6,147","6,001",146,2.4
"Cleburne County, AL",10/19/2020,"5,792","5,648",144,2.5
"Coffee County, AL",10/19/2020,"21,263","20,739",524,2.5
"Colbert County, AL",10/19/2020,"23,759","23,045",714,3
"Conecuh County, AL",10/19/2020,"4,510","4,353",157,3.5
"Coosa County, AL",10/19/2020,"4,544","4,435",109,2.4
"Covington County, AL",10/19/2020,"15,659","15,230",429,2.7
"Crenshaw County, AL",10/19/2020,"6,482","6,341",141,2.2
"Cullman County, AL",10/19/2020,"38,849","38,013",836,2.2
"Dale County, AL",10/19/2020,"20,771","20,247",524,2.5
"Dallas County, AL",10/19/2020,"14,628","13,980",648,4.4
"DeKalb County, AL",10/19/2020,"31,115","30,405",710,2.3
"Elmore County, AL",10/19/2020,"37,549","36,677",872,2.3
"Escambia County, AL",10/19/2020,"14,886","14,434",452,3
"Etowah County, AL",10/19/2020,"42,766","41,481","1,285",3
"Fayette County, AL",10/19/2020,"6,582","6,409",173,2.6
"Franklin County, AL",10/19/2020,"14,776","14,428",348,2.4
"Geneva County, AL",10/19/2020,"11,095","10,823",272,2.5
"Greene County, AL",10/19/2020,"2,880","2,740",140,4.9
"Hale County, AL",10/19/2020,"6,234","6,020",214,3.4
"Henry County, AL",10/19/2020,"6,952","6,748",204,2.9
"Houston County, AL",10/19/2020,"46,326","45,190","1,136",2.5
"Jackson County, AL",10/19/2020,"23,308","22,649",659,2.8
"Jefferson County, AL",10/19/2020,"320,306","312,557","7,749",2.4
"Lamar County, AL",10/19/2020,"5,880","5,729",151,2.6
"Lauderdale County, AL",10/19/2020,"42,816","41,644","1,172",2.7
"Lawrence County, AL",10/19/2020,"14,362","13,993",369,2.6
"Lee County, AL",10/19/2020,"77,850","76,103","1,747",2.2
"Limestone County, AL",10/19/2020,"44,215","43,253",962,2.2
"Lowndes County, AL",10/19/2020,"3,570","3,398",172,4.8
"Macon County, AL",10/19/2020,"7,926","7,647",279,3.5
"Madison County, AL",10/19/2020,"186,819","182,792","4,027",2.2
"Marengo County, AL",10/19/2020,"7,664","7,435",229,3
"Marion County, AL",10/19/2020,"12,879","12,504",375,2.9
"Marshall County, AL",10/19/2020,"44,217","43,302",915,2.1
"Mobile County, AL",10/19/2020,"190,090","184,147","5,943",3.1
"Monroe County, AL",10/19/2020,"7,357","7,032",325,4.4
"Montgomery County, AL",10/19/2020,"105,617","102,815","2,802",2.7
"Morgan County, AL",10/19/2020,"58,611","57,310","1,301",2.2
"Perry County, AL",10/19/2020,"3,422","3,278",144,4.2
"Pickens County, AL",10/19/2020,"8,046","7,821",225,2.8
"Pike County, AL",10/19/2020,"15,653","15,214",439,2.8
"Randolph County, AL",10/19/2020,"9,758","9,508",250,2.6
"Russell County, AL",10/19/2020,"23,932","23,346",586,2.4
"St. Clair County, AL",10/19/2020,"40,738","39,806",932,2.3
"Shelby County, AL",10/19/2020,"116,598","114,463","2,135",1.8
"Sumter County, AL",10/19/2020,"4,915","4,734",181,3.7
"Talladega County, AL",10/19/2020,"35,873","34,813","1,060",3
"Tallapoosa County, AL",10/19/2020,"18,643","18,164",479,2.6
"Tuscaloosa County, AL",10/19/2020,"106,733","104,372","2,361",2.2
"Walker County, AL",10/19/2020,"25,446","24,733",713,2.8
"Washington County, AL",10/19/2020,"6,823","6,567",256,3.8
"Wilcox County, AL",10/19/2020,"2,751","2,574",177,6.4
"Winston County, AL",10/19/2020,"10,212","9,898",314,3.1
"Aleutians East Borough, AK",10/19/2020,"2,294","2,232",62,2.7
"Aleutians West Census Area, AK",10/19/2020,"3,230","3,088",142,4.4
"Anchorage Borough/municipality, AK",10/19/2020,"146,368","139,300","7,068",4.8
"Bethel Census Area, AK",10/19/2020,"7,155","6,338",817,11.4
"Bristol Bay Borough, AK",10/19/2020,276,254,22,8
"Denali Borough, AK",10/19/2020,928,841,87,9.4
"Dillingham Census Area, AK",10/19/2020,"1,813","1,683",130,7.2
"Fairbanks North Star Borough, AK",10/19/2020,"44,717","42,492","2,225",5
"Haines Borough, AK",10/19/2020,"1,088",997,91,8.4
"Hoonah-Angoon Census Area, AK",10/19/2020,"1,031",927,104,10.1
"Juneau Borough/city, AK",10/19/2020,"16,854","16,153",701,4.2
"Kenai Peninsula Borough, AK",10/19/2020,"25,612","23,951","1,661",6.5
"Ketchikan Gateway Borough, AK",10/19/2020,"6,783","6,367",416,6.1
"Kodiak Island Borough, AK",10/19/2020,"5,945","5,667",278,4.7
"Kusilvak Census Area, AK",10/19/2020,"2,679","2,256",423,15.8
"Lake and Peninsula Borough, AK",10/19/2020,718,662,56,7.8
